sample,outer_wall_thickness,inside_wall_side_thickness,inside_wall_middle_thickness,height,width,sigma0,youngs
2750,2.76,2.23,1.50,76.00,128.52,244.96,64098.7
2751,2.56,2.25,1.72,76.32,128.05,248.52,63314.8
2752,2.70,2.08,1.24,75.23,127.44,255.64,68705.2
2753,2.77,1.96,1.59,75.28,128.41,288.45,72251.7
2754,2.55,2.03,1.49,75.49,127.90,260.13,68876.6
2755,2.76,2.11,1.52,75.67,127.86,246.22,75534.2
2756,2.74,2.26,1.68,76.21,127.67,287.60,76099.7
2757,2.81,2.06,1.61,76.57,127.34,253.37,73669.2
2758,2.76,1.77,1.43,75.47,128.08,249.60,67515.5
2759,2.71,1.86,1.38,76.37,127.82,277.60,71497.4
2760,2.78,1.92,1.74,75.48,127.36,261.44,64239.1
2761,2.85,1.87,1.34,75.25,127.24,264.24,65491.9
2762,2.60,1.79,1.79,76.50,127.68,283.40,73614.8
2763,2.78,2.14,1.22,76.38,128.42,268.08,69505.0
2764,2.71,1.74,1.60,75.48,127.61,241.13,68573.1
2765,2.90,1.77,1.30,76.60,128.13,269.74,66024.1
2766,2.71,2.06,1.61,76.15,127.55,265.56,64112.1
2767,2.90,2.10,1.50,76.16,128.20,256.21,63548.6
2768,2.50,1.86,1.40,75.87,127.27,242.57,74593.7
2769,2.60,2.05,1.63,75.83,127.93,264.53,74250.2
2770,2.68,1.84,1.57,75.85,127.80,262.12,75129.3
2771,2.85,2.00,1.57,75.30,128.31,244.99,74440.1
2772,2.71,2.25,1.70,75.82,128.45,264.41,64975.8
2773,2.83,1.77,1.31,76.38,128.18,274.16,65864.8
2774,2.79,2.12,1.63,75.71,128.54,259.36,63371.9
2775,2.63,1.85,1.40,75.75,128.16,244.60,74438.7
2776,2.89,1.95,1.54,75.30,128.43,289.49,71561.5
2777,2.52,2.03,1.78,75.88,127.38,282.82,75313.1
2778,2.53,1.71,1.37,76.35,128.10,247.07,73551.7
2779,2.51,2.15,1.48,75.94,127.81,256.71,66317.4
2780,2.63,1.88,1.59,75.85,127.23,286.28,73504.9
2781,2.56,1.84,1.30,76.56,127.29,281.35,71677.1
2782,2.80,1.72,1.42,75.36,128.31,257.29,69221.6
2783,2.73,2.27,1.29,75.80,127.30,274.87,72906.9
2784,2.82,2.15,1.74,75.61,127.97,251.00,63553.2
2785,2.83,2.22,1.30,75.77,128.46,261.32,69285.0
2786,2.75,2.21,1.21,75.58,127.26,260.69,73556.5
2787,2.88,1.74,1.48,75.41,128.39,258.66,72614.7
2788,2.82,2.06,1.35,75.74,127.61,283.63,65340.4
2789,2.66,2.10,1.43,76.28,127.84,274.43,69981.7
2790,2.76,1.99,1.55,75.93,127.71,265.20,68200.1
2791,2.74,2.29,1.72,75.24,127.33,269.66,71029.8
2792,2.87,1.79,1.42,75.35,127.75,240.50,65424.1
2793,2.53,2.10,1.67,75.59,128.19,243.78,70841.9
2794,2.77,2.18,1.65,75.91,128.36,249.63,67007.4
2795,2.80,2.06,1.40,76.39,128.19,252.51,71544.2
2796,2.77,2.17,1.34,75.49,127.88,266.66,70501.7
2797,2.86,2.01,1.46,75.69,127.59,261.75,67677.8
2798,2.60,2.13,1.78,75.57,127.88,270.69,70585.6
2799,2.79,1.79,1.47,75.95,127.69,275.06,69951.1
2800,2.75,1.78,1.62,76.17,127.32,285.02,65045.6
2801,2.54,1.76,1.35,75.52,127.49,284.83,66993.3
2802,2.68,2.10,1.31,76.17,128.24,273.39,67627.3
2803,2.67,2.15,1.62,75.52,128.19,254.63,66933.5
2804,2.51,2.06,1.28,76.00,127.61,245.69,69021.7
2805,2.52,2.04,1.61,76.02,127.25,289.76,68334.7
2806,2.80,1.92,1.48,75.31,127.48,252.89,67181.1
2807,2.64,1.89,1.25,76.10,127.55,255.00,64208.1
2808,2.61,2.02,1.26,76.50,127.82,276.39,69235.1
2809,2.62,1.92,1.25,76.35,127.91,264.57,69867.1
2810,2.53,1.77,1.77,75.55,127.91,265.70,71938.2
2811,2.77,2.18,1.26,76.53,127.97,289.41,71308.0
2812,2.52,1.83,1.76,75.70,128.23,282.79,65892.9
2813,2.83,1.87,1.45,76.24,127.79,282.73,75670.3
2814,2.68,2.08,1.40,76.13,128.45,245.48,74100.9
2815,2.81,1.94,1.32,75.68,128.41,254.74,64035.3
2816,2.74,1.82,1.63,76.35,127.37,245.96,68575.6
2817,2.57,1.98,1.22,76.41,127.43,282.28,71596.9
2818,2.64,1.93,1.56,75.37,128.10,284.44,63215.3
2819,2.54,1.96,1.35,76.56,128.07,243.85,72286.2
2820,2.58,2.21,1.65,76.04,128.17,279.32,64518.3
2821,2.55,1.74,1.31,75.59,128.12,278.08,73145.6
2822,2.74,1.88,1.72,75.43,127.88,286.80,67346.1
2823,2.71,2.25,1.75,75.71,128.18,275.66,73211.8
2824,2.76,2.04,1.45,76.10,128.04,279.01,66642.7
2825,2.53,2.08,1.39,76.11,128.59,257.56,67400.3
2826,2.89,1.79,1.42,75.88,128.26,254.40,70566.6
2827,2.52,1.82,1.32,76.44,127.47,290.04,65850.2
2828,2.76,2.04,1.53,75.56,127.32,245.81,63696.7
2829,2.60,1.79,1.79,75.53,128.20,291.48,66162.3
2830,2.54,1.86,1.57,76.03,128.21,241.68,66987.0
2831,2.77,2.04,1.70,75.78,127.30,243.25,72364.2
2832,2.52,1.97,1.79,75.29,128.55,260.08,76050.7
2833,2.59,2.21,1.20,75.64,127.73,284.72,64957.8
2834,2.84,1.90,1.25,75.89,127.66,247.44,66980.8
2835,2.86,2.26,1.55,75.26,127.29,269.50,64851.0
2836,2.55,1.94,1.57,76.36,127.54,268.15,70246.9
2837,2.54,1.77,1.26,75.70,127.58,241.83,69041.1
2838,2.59,1.77,1.23,75.26,128.22,261.99,69599.5
2839,2.54,2.27,1.40,76.55,127.47,261.95,76315.3
2840,2.61,2.22,1.56,75.64,127.23,286.85,70305.3
2841,2.65,1.98,1.56,76.28,128.30,267.04,69118.3
2842,2.85,2.20,1.38,75.48,128.43,274.82,69063.7
2843,2.72,1.89,1.71,75.40,127.55,246.95,66367.1
2844,2.70,1.71,1.61,76.20,127.79,269.19,69883.6
2845,2.75,2.05,1.77,75.53,127.45,250.00,65851.4
2846,2.51,1.87,1.55,75.40,128.20,276.88,75568.0
2847,2.87,2.00,1.40,75.61,127.39,248.33,63893.9
2848,2.56,2.00,1.22,75.49,127.41,249.75,65758.2
2849,2.55,1.88,1.46,75.46,127.63,280.12,73166.3
2850,2.81,2.14,1.26,76.05,127.84,292.46,66518.1
2851,2.64,1.97,1.73,76.03,128.42,257.20,74179.6
2852,2.77,2.12,1.59,76.04,127.67,269.86,76658.1
2853,2.60,1.87,1.65,75.45,127.76,274.72,75447.8
2854,2.71,2.18,1.74,75.54,128.47,283.40,69284.5
2855,2.72,1.99,1.78,75.84,128.60,250.74,75878.7
2856,2.89,1.82,1.79,76.25,127.32,269.41,68988.4
2857,2.53,2.14,1.71,75.59,127.47,278.76,72359.7
2858,2.67,2.08,1.55,75.66,128.51,257.20,65276.0
2859,2.60,2.26,1.41,76.08,128.12,253.84,71860.6
2860,2.75,2.25,1.65,76.18,128.36,240.51,73744.5
2861,2.87,2.20,1.55,76.30,127.44,286.27,66829.6
2862,2.55,1.98,1.44,75.86,128.56,276.85,70551.0
2863,2.56,1.86,1.63,75.53,128.27,271.18,74644.1
2864,2.72,2.15,1.78,76.56,127.96,288.27,65536.3
2865,2.72,1.80,1.58,76.41,127.86,266.22,63671.6
2866,2.68,2.21,1.37,75.57,128.45,269.09,70624.9
2867,2.86,2.12,1.48,75.72,127.21,252.95,75693.6
2868,2.85,1.98,1.50,75.46,128.53,252.58,70161.7
2869,2.72,1.81,1.39,76.23,127.38,266.41,72275.9
2870,2.75,2.17,1.73,75.35,127.54,273.07,74312.6
2871,2.69,1.90,1.59,75.24,127.36,282.96,75582.6
2872,2.59,2.13,1.48,75.79,127.67,290.83,75346.5
2873,2.58,1.73,1.70,75.68,127.61,246.36,73656.6
2874,2.73,2.14,1.78,76.31,128.53,266.41,65668.2
2875,2.66,2.11,1.51,75.82,128.33,254.46,73971.4
2876,2.83,1.89,1.29,75.53,127.28,279.54,69117.4
2877,2.63,1.95,1.78,75.38,128.42,241.01,68662.3
2878,2.76,2.08,1.28,75.39,128.50,265.91,66315.1
2879,2.81,1.88,1.74,75.36,127.34,251.07,72662.5
2880,2.59,1.85,1.55,75.75,127.72,254.11,63309.5
2881,2.50,1.72,1.22,76.32,128.36,249.71,64836.3
2882,2.67,2.02,1.46,75.66,128.47,279.12,76693.8
2883,2.81,2.16,1.24,75.44,128.35,245.43,72698.5
2884,2.64,2.14,1.57,75.34,128.23,288.75,74562.0
2885,2.61,2.13,1.61,76.59,127.90,293.04,74725.4
2886,2.58,1.92,1.49,76.43,128.08,278.06,64933.9
2887,2.54,1.71,1.45,75.37,127.53,259.28,66710.6
2888,2.86,1.87,1.43,76.58,128.00,254.06,76291.2
2889,2.66,1.92,1.78,75.40,127.32,249.36,64333.4
2890,2.53,1.91,1.69,75.84,127.32,256.05,69988.7
2891,2.59,1.87,1.52,75.22,127.85,256.97,66292.0
2892,2.51,2.14,1.39,75.53,127.94,251.04,70054.4
2893,2.81,1.95,1.63,75.50,127.75,268.60,64069.6
2894,2.63,1.81,1.36,76.26,127.92,262.96,70235.4
2895,2.87,1.91,1.74,75.82,128.18,282.66,76466.2
2896,2.85,1.96,1.30,75.65,128.37,243.15,69445.3
2897,2.53,1.71,1.52,75.93,127.93,258.89,67298.7
2898,2.72,1.84,1.28,75.72,127.84,270.75,72326.4
2899,2.56,1.80,1.49,75.42,127.96,293.05,75011.9
2900,2.67,2.00,1.38,76.45,127.56,244.36,63300.0
2901,2.75,2.03,1.45,76.57,127.70,271.72,70433.1
2902,2.68,1.98,1.75,75.78,127.74,247.11,67920.2
2903,2.90,2.13,1.53,76.33,128.08,259.85,74330.7
2904,2.84,2.01,1.34,76.51,128.09,276.58,73518.4
2905,2.70,2.10,1.37,76.43,128.18,259.84,70284.7
2906,2.68,1.95,1.75,75.27,127.33,261.17,69293.8
2907,2.79,2.07,1.43,75.97,127.25,260.19,64817.6
2908,2.80,2.15,1.39,75.47,127.60,274.43,64402.3
2909,2.84,1.75,1.45,75.61,127.81,276.75,72412.5
2910,2.84,2.25,1.79,75.49,127.48,263.18,75790.8
2911,2.77,1.78,1.71,76.00,127.55,293.54,66182.2
2912,2.71,2.03,1.51,76.23,128.53,248.52,63685.6
2913,2.52,1.76,1.51,76.57,127.24,282.71,67911.6
2914,2.73,1.79,1.47,75.52,128.42,255.43,64567.8
2915,2.86,1.76,1.37,76.37,128.17,267.33,71596.6
2916,2.64,1.91,1.79,76.30,128.34,288.03,73290.9
2917,2.69,1.78,1.55,76.06,128.32,256.42,63897.0
2918,2.81,2.26,1.56,75.44,128.12,287.84,70640.2
2919,2.67,2.02,1.36,76.52,128.11,251.19,74658.8
2920,2.65,1.96,1.25,75.97,127.74,265.07,72927.3
2921,2.88,1.71,1.40,75.24,127.32,242.72,69840.3
2922,2.54,1.75,1.62,76.57,127.88,269.05,73895.5
2923,2.51,1.75,1.36,76.60,127.74,274.75,64295.1
2924,2.85,2.15,1.61,75.63,128.10,283.82,68252.3
2925,2.79,2.24,1.31,76.58,127.61,275.01,66425.6
2926,2.67,1.87,1.58,75.95,127.32,290.38,71127.8
2927,2.84,2.06,1.30,75.50,127.32,280.45,64259.9
2928,2.73,1.95,1.51,75.61,128.43,282.99,72483.4
2929,2.64,1.94,1.78,75.59,128.59,281.08,67620.5
2930,2.61,1.97,1.64,76.44,128.44,268.67,67746.9
2931,2.52,1.86,1.40,75.22,127.66,241.29,75365.6
2932,2.57,2.18,1.51,76.13,128.32,247.94,67122.1
2933,2.72,2.00,1.50,75.55,127.63,267.23,63370.3
2934,2.70,1.94,1.56,76.38,128.25,249.12,70987.4
2935,2.65,1.72,1.51,75.50,128.31,266.75,70719.8
2936,2.73,1.82,1.46,75.40,128.46,254.59,66982.6
2937,2.74,1.89,1.69,75.67,127.22,281.71,73480.9
2938,2.53,2.06,1.72,75.79,127.51,291.79,64615.4
2939,2.56,2.18,1.33,76.44,127.47,255.98,73803.5
2940,2.56,2.05,1.20,75.50,127.41,267.69,65880.9
2941,2.86,2.12,1.32,75.77,127.50,241.64,65858.3
2942,2.61,1.82,1.46,75.27,127.76,279.71,76633.3
2943,2.82,1.86,1.26,76.29,127.51,245.09,74562.2
2944,2.51,2.22,1.77,76.06,128.42,256.48,73870.1
2945,2.54,1.73,1.24,75.38,128.48,290.77,69129.7
2946,2.76,2.05,1.43,76.31,128.50,289.54,70088.7
2947,2.63,2.26,1.73,76.44,128.05,264.72,64406.9
2948,2.70,2.09,1.30,75.59,128.28,261.90,68603.2
2949,2.54,1.76,1.42,75.48,128.28,258.65,70152.4
2950,2.61,1.78,1.37,75.65,127.57,287.71,72671.3
2951,2.63,2.04,1.53,75.71,127.80,288.62,68971.7
2952,2.61,2.03,1.79,76.12,127.84,269.98,70560.9
2953,2.51,2.10,1.28,75.33,127.55,262.78,73603.5
2954,2.75,2.14,1.55,75.74,127.69,263.10,75709.1
2955,2.54,1.92,1.47,76.38,127.98,286.32,68679.3
2956,2.70,2.27,1.46,76.22,127.73,291.38,68108.2
2957,2.86,2.27,1.22,76.39,128.00,242.26,74334.6
2958,2.82,1.82,1.56,75.43,127.57,280.25,65862.8
2959,2.57,1.72,1.34,75.77,127.95,242.25,64644.9
2960,2.72,1.85,1.30,75.81,127.55,256.28,75227.7
2961,2.58,2.07,1.62,75.20,127.54,258.46,63313.7
2962,2.82,2.25,1.52,76.50,128.50,261.11,69606.9
2963,2.68,2.03,1.44,75.72,127.62,279.17,73435.5
2964,2.74,2.03,1.45,75.40,127.71,248.51,74469.8
2965,2.51,1.92,1.33,76.18,127.21,254.52,66013.9
2966,2.58,2.03,1.69,76.39,128.25,265.58,68251.2
2967,2.73,2.19,1.77,76.14,127.48,270.42,71551.4
2968,2.69,2.16,1.68,76.56,128.29,253.43,72605.2
2969,2.64,2.27,1.20,75.36,127.95,249.80,72254.2
2970,2.62,2.04,1.53,76.21,127.74,244.28,68211.5
2971,2.72,2.01,1.41,75.89,128.30,255.41,66624.5
2972,2.59,1.98,1.55,75.40,127.60,273.70,74626.1
2973,2.60,1.80,1.63,75.27,128.15,250.59,72079.3
2974,2.79,1.71,1.59,75.45,127.75,269.47,73890.3
2975,2.79,1.80,1.20,76.52,128.44,293.49,67195.7
2976,2.59,2.01,1.63,76.41,127.52,253.30,76897.4
2977,2.66,2.07,1.69,75.95,127.79,242.84,76030.6
2978,2.68,1.74,1.42,76.26,128.26,265.16,72282.0
2979,2.77,1.79,1.60,76.35,127.62,260.79,76338.4
2980,2.85,2.14,1.71,75.77,127.21,258.06,64717.7
2981,2.80,1.70,1.68,75.93,128.10,265.76,73437.9
2982,2.78,1.83,1.71,76.39,127.72,279.68,70750.1
2983,2.66,1.99,1.64,75.35,127.45,279.15,63233.6
2984,2.79,2.03,1.51,75.92,128.40,272.36,70081.1
2985,2.67,1.91,1.47,76.49,127.38,242.77,65103.6
2986,2.60,1.87,1.79,76.55,127.58,241.29,71287.7
2987,2.59,1.75,1.33,75.42,127.38,285.18,66192.4
2988,2.75,1.96,1.31,75.30,128.40,243.03,63640.2
2989,2.59,2.27,1.55,75.24,128.48,261.70,66202.4
2990,2.65,1.98,1.79,75.52,127.92,276.47,66165.6
2991,2.55,1.90,1.35,75.36,127.73,276.64,74709.7
2992,2.74,1.87,1.72,76.38,127.24,292.93,76331.1
2993,2.72,2.20,1.56,76.50,127.50,251.37,74112.6
2994,2.79,1.95,1.62,75.83,127.49,276.53,63570.2
2995,2.52,1.90,1.51,76.05,128.53,253.09,70242.5
2996,2.68,2.25,1.64,76.13,128.06,283.77,63695.9
2997,2.77,2.26,1.56,76.49,127.64,261.82,65527.3
2998,2.66,1.90,1.26,75.32,127.57,242.10,66182.6
2999,2.54,1.86,1.21,76.25,128.54,264.33,75812.1
3000,2.51,2.22,1.61,75.98,127.75,263.25,67794.1
3001,2.81,1.96,1.77,76.25,127.89,278.66,71133.4
3002,2.69,2.11,1.56,75.91,127.27,244.79,64297.9
3003,2.73,1.82,1.52,76.59,128.17,281.04,74161.4
3004,2.85,1.81,1.73,75.71,127.69,275.68,66943.6
3005,2.74,2.22,1.76,75.36,127.77,282.24,76574.2
3006,2.82,1.90,1.45,76.05,127.38,267.56,67015.1
3007,2.53,2.07,1.74,76.16,128.55,280.24,69500.5
3008,2.71,1.92,1.77,75.94,128.27,254.55,73865.1
3009,2.63,2.27,1.29,75.83,128.22,255.33,76293.9
3010,2.77,2.30,1.48,76.57,127.80,267.30,74355.4
3011,2.67,1.95,1.55,76.48,128.33,276.91,65540.2
3012,2.84,2.26,1.51,75.89,127.82,262.88,74512.3
3013,2.90,2.18,1.23,75.61,127.81,282.37,75705.1
3014,2.63,1.71,1.31,75.98,127.78,289.11,74137.3
3015,2.73,2.13,1.23,75.66,127.46,240.73,74119.6
3016,2.79,2.10,1.39,76.59,128.39,282.75,65186.0
3017,2.62,1.81,1.33,76.60,127.95,247.93,65747.1
3018,2.80,2.21,1.70,75.43,127.92,258.01,75195.2
3019,2.82,1.74,1.27,75.64,127.83,265.57,74390.9
3020,2.82,1.70,1.57,76.01,127.86,240.89,64661.5
3021,2.67,1.87,1.61,75.69,128.55,254.49,75776.8
3022,2.69,2.21,1.73,76.01,128.30,257.97,68458.0
3023,2.51,1.81,1.44,76.00,127.34,272.73,73597.0
3024,2.67,1.97,1.57,75.68,127.36,268.48,76937.1
3025,2.76,2.23,1.45,76.59,128.41,243.58,64608.7
3026,2.79,2.14,1.75,75.49,128.39,262.78,76562.9
3027,2.72,2.08,1.57,76.20,127.92,262.62,70309.7
3028,2.54,1.81,1.29,75.88,128.53,282.93,72306.9
3029,2.62,1.80,1.75,75.31,128.46,271.09,66456.8
3030,2.81,2.22,1.76,75.54,127.23,249.75,69428.8
3031,2.89,1.84,1.23,75.72,128.02,286.52,69554.0
3032,2.63,1.77,1.77,76.39,127.33,264.32,67902.2
3033,2.57,1.91,1.36,76.09,128.33,253.12,66122.2
3034,2.52,1.72,1.46,75.98,127.93,246.92,68794.7
3035,2.62,2.25,1.44,75.32,127.81,292.96,63520.5
3036,2.64,1.84,1.36,75.50,128.60,241.82,63727.4
3037,2.62,2.01,1.27,76.25,127.72,240.86,76182.4
3038,2.87,1.75,1.49,75.56,127.96,266.54,63521.4
3039,2.57,2.26,1.21,76.34,127.90,246.10,65975.3
3040,2.77,1.77,1.59,75.38,127.94,277.72,75480.9
3041,2.55,1.92,1.63,76.31,127.75,242.18,65267.4
3042,2.62,2.03,1.79,76.13,127.91,252.79,65914.7
3043,2.62,2.12,1.42,75.80,127.31,279.82,72491.3
3044,2.62,1.81,1.79,76.11,127.81,277.35,70923.5
3045,2.54,1.90,1.60,75.96,127.27,244.02,69597.0
3046,2.58,1.78,1.23,75.29,127.80,289.72,63096.9
3047,2.80,1.77,1.38,76.19,127.83,243.24,70374.2
3048,2.86,1.75,1.23,75.92,127.39,287.78,74630.8
3049,2.58,1.82,1.46,76.54,128.19,281.76,73324.6
3050,2.52,2.29,1.41,76.27,127.39,257.75,64146.7
3051,2.78,1.94,1.38,75.54,128.45,259.80,63557.6
3052,2.53,2.14,1.77,76.59,128.19,292.85,69221.4
3053,2.56,1.81,1.70,75.95,128.10,262.72,73249.5
3054,2.63,2.25,1.28,75.41,128.31,267.11,72997.8
3055,2.61,2.07,1.74,76.30,127.48,284.43,64400.5
3056,2.61,1.89,1.45,75.71,128.39,282.22,71028.8
3057,2.53,1.97,1.30,75.34,127.52,293.29,67793.7
3058,2.83,2.12,1.71,75.95,127.22,278.49,67420.9
3059,2.73,2.11,1.40,76.17,127.49,243.89,71215.1
3060,2.64,1.72,1.71,76.26,127.80,258.18,71784.6
3061,2.87,1.80,1.47,75.69,127.22,256.46,71261.5
3062,2.65,2.04,1.72,75.89,127.85,244.15,70430.9
3063,2.78,2.23,1.52,75.99,128.43,286.07,76390.5
3064,2.83,1.86,1.63,75.47,128.32,285.81,63163.3
3065,2.68,1.72,1.34,75.28,127.57,283.97,68756.7
3066,2.54,2.08,1.39,75.99,127.36,256.32,76647.2
3067,2.78,1.78,1.43,75.57,128.58,291.92,75802.9
3068,2.71,2.11,1.30,76.52,128.51,268.43,65398.0
3069,2.87,2.20,1.79,76.39,127.87,285.70,76113.0
3070,2.68,2.19,1.41,75.54,128.35,247.19,63965.7
3071,2.66,2.25,1.36,76.09,127.35,277.89,68912.7
3072,2.80,1.83,1.76,76.34,127.56,254.81,71421.5
3073,2.74,2.11,1.21,76.09,127.24,277.32,63889.5
3074,2.77,1.78,1.55,76.45,127.60,243.86,74387.5
3075,2.52,2.10,1.22,75.60,127.22,273.86,71905.5
3076,2.89,1.70,1.39,75.44,128.07,251.12,67669.5
3077,2.51,2.20,1.76,76.25,127.87,240.86,70439.0
3078,2.76,1.83,1.58,75.61,128.07,245.73,74475.0
3079,2.80,1.73,1.71,76.28,127.53,242.56,73125.5
3080,2.58,1.87,1.27,76.33,127.72,274.97,63691.2
3081,2.67,2.25,1.37,76.13,128.59,279.60,73752.6
3082,2.73,1.94,1.74,75.28,127.20,245.34,63687.8
3083,2.73,2.20,1.53,76.24,127.37,260.79,70474.0
3084,2.87,2.01,1.69,75.29,128.56,246.68,63782.1
3085,2.79,1.73,1.33,75.98,128.46,263.39,74736.7
3086,2.82,2.12,1.50,75.80,128.57,252.63,64382.2
3087,2.70,2.23,1.37,76.55,128.22,285.42,64869.1
3088,2.86,1.87,1.36,76.59,128.53,276.55,65142.3
3089,2.50,2.29,1.76,75.36,128.00,282.09,74884.8
3090,2.62,2.24,1.34,76.14,128.37,279.39,67557.6
3091,2.67,1.93,1.52,75.74,127.82,278.43,73847.5
3092,2.68,2.10,1.64,76.16,128.56,291.00,64893.4
3093,2.61,1.82,1.42,75.28,127.20,243.61,70651.7
3094,2.75,2.10,1.33,75.49,128.16,263.03,75406.0
3095,2.58,2.12,1.45,75.83,127.55,253.02,65801.8
3096,2.85,2.16,1.49,75.67,127.63,252.37,71992.3
3097,2.86,2.00,1.62,75.61,127.76,266.59,68426.3
3098,2.51,2.10,1.57,76.57,128.32,243.60,64978.0
3099,2.88,1.75,1.63,76.13,127.66,243.27,71918.2
3100,2.63,1.89,1.65,76.28,128.14,250.52,76462.6
3101,2.50,1.74,1.36,75.94,128.36,244.57,73765.8
3102,2.83,2.01,1.79,76.11,128.01,284.61,64131.0
3103,2.54,1.81,1.33,75.66,127.71,252.19,63408.4
3104,2.74,1.95,1.22,75.20,127.98,246.63,64158.1
3105,2.67,2.17,1.65,75.28,128.16,243.41,71950.0
3106,2.63,2.03,1.50,75.40,127.34,256.20,70147.2
3107,2.62,1.82,1.76,75.89,128.39,258.49,66958.7
3108,2.65,2.24,1.33,76.39,127.25,258.57,76716.3
3109,2.51,2.11,1.58,75.58,128.01,262.49,71678.1
3110,2.55,2.00,1.39,76.07,127.79,240.52,73644.8
3111,2.67,2.18,1.45,76.35,128.19,244.36,69947.3
3112,2.61,2.24,1.74,75.78,127.32,275.91,72521.0
3113,2.72,2.23,1.51,76.42,127.87,248.18,67552.2
3114,2.65,1.74,1.66,76.16,127.68,286.46,72019.4
3115,2.73,1.85,1.51,76.51,127.51,248.79,72198.7
3116,2.90,1.73,1.54,75.26,127.50,265.52,63040.6
3117,2.53,1.80,1.34,75.40,127.78,274.36,68411.7
3118,2.60,1.91,1.56,76.58,127.29,292.64,67682.3
3119,2.87,2.25,1.62,75.22,128.15,283.77,68472.1
3120,2.80,1.82,1.35,76.37,127.75,270.51,72809.3
3121,2.60,2.19,1.24,75.84,127.68,277.82,73339.7
3122,2.79,1.99,1.47,75.66,127.30,275.13,70950.2
3123,2.56,1.87,1.73,75.98,127.56,290.65,66456.2
3124,2.86,1.98,1.46,75.36,128.24,281.34,73873.4
3125,2.64,1.95,1.52,75.33,128.55,279.31,76478.3
3126,2.55,1.93,1.66,75.80,127.57,290.51,72980.1
3127,2.52,1.76,1.48,76.14,127.36,271.08,75071.8
3128,2.83,1.82,1.27,76.35,127.21,248.00,75339.7
3129,2.85,1.78,1.62,76.55,128.18,244.15,71247.8
3130,2.86,1.85,1.51,76.08,127.60,251.81,72508.3
3131,2.57,2.22,1.59,76.46,127.22,281.43,76677.9
3132,2.50,1.87,1.56,75.69,128.40,278.32,69070.9
3133,2.65,1.80,1.53,75.82,127.86,289.01,70931.1
3134,2.86,1.87,1.41,76.42,127.48,245.62,65517.6
3135,2.84,2.05,1.23,76.57,127.33,290.20,66312.8
3136,2.64,1.93,1.77,76.09,128.27,253.54,69863.2
3137,2.87,1.92,1.22,76.18,127.35,258.28,64425.1
3138,2.50,2.07,1.41,75.49,127.34,278.30,64919.6
3139,2.64,1.81,1.26,76.21,128.17,250.98,65150.9
3140,2.76,1.99,1.60,75.70,127.67,249.79,63307.6
3141,2.89,2.27,1.34,76.21,128.15,248.82,63586.5
3142,2.56,1.76,1.43,76.57,127.89,254.12,63759.2
3143,2.54,1.76,1.42,75.29,127.83,279.49,76124.4
3144,2.74,1.92,1.27,75.48,128.24,265.23,68601.3
3145,2.63,1.90,1.38,76.09,127.39,280.69,68660.7
3146,2.68,2.29,1.46,75.31,128.09,246.40,67198.3
3147,2.77,2.08,1.52,76.52,127.83,257.00,68675.8
3148,2.86,1.99,1.40,76.16,127.51,251.52,70467.0
3149,2.63,2.25,1.22,76.10,127.56,259.78,65628.4
3150,2.66,1.93,1.54,75.35,128.28,274.88,66345.2
3151,2.59,1.81,1.64,76.36,128.45,280.59,64677.5
3152,2.56,2.20,1.42,75.85,128.35,282.36,73856.4
3153,2.70,2.21,1.46,76.26,128.01,288.28,75816.8
3154,2.54,1.96,1.70,75.52,127.22,280.78,76553.7
3155,2.89,1.79,1.62,75.74,127.78,265.01,73884.1
3156,2.66,2.01,1.30,76.39,128.45,273.94,75076.3
3157,2.65,1.88,1.23,76.15,127.67,246.88,72076.4
3158,2.74,2.25,1.45,75.80,128.40,265.61,70350.3
3159,2.63,2.28,1.31,76.27,127.51,276.60,65146.7
3160,2.61,2.03,1.67,75.24,127.99,256.91,64725.0
3161,2.70,1.77,1.43,75.80,127.70,282.77,68534.5
3162,2.80,1.93,1.73,75.32,128.39,255.53,67013.6
3163,2.76,2.12,1.57,75.70,128.16,268.73,74259.2
3164,2.88,1.81,1.47,76.07,127.34,248.34,68494.1
3165,2.55,1.86,1.21,75.32,128.42,274.33,68790.8
3166,2.90,1.86,1.59,75.46,128.44,251.87,64054.2
3167,2.74,2.07,1.56,75.31,127.66,267.29,76261.5
3168,2.86,2.20,1.30,75.85,127.75,246.34,67455.9
3169,2.74,2.04,1.49,76.26,127.69,276.83,76445.0
3170,2.76,2.21,1.64,75.98,127.97,276.82,69901.7
3171,2.64,2.05,1.45,75.81,128.11,281.55,64287.9
3172,2.83,1.93,1.77,75.80,128.46,264.13,73554.9
3173,2.68,1.98,1.60,75.34,128.24,272.67,63013.2
3174,2.70,1.77,1.45,76.28,127.35,254.91,74020.4
3175,2.65,1.81,1.74,75.42,127.95,286.97,70423.8
3176,2.79,2.06,1.66,76.57,127.82,278.55,74356.2
3177,2.51,2.29,1.31,76.29,127.68,250.63,70288.6
3178,2.68,2.23,1.70,75.61,128.31,288.50,71511.9
3179,2.84,1.74,1.43,75.26,127.86,269.14,76954.5
3180,2.80,2.15,1.67,75.30,127.84,267.41,74420.8
3181,2.58,2.00,1.36,75.44,128.26,256.47,72856.0
3182,2.67,1.78,1.69,75.37,127.94,289.81,75571.4
3183,2.54,2.18,1.64,75.27,127.75,268.33,74481.0
3184,2.77,1.92,1.56,75.81,127.32,269.12,72318.3
